,location,total_sqft,bath,price,bhk,price_per_sqft
619,Whitefield,1790.0,3.0,100.0,3,5586.592178770949
620,Hebbal,1920.0,3.0,134.0,3,6979.166666666667
621,HRBR Layout,1374.0,2.0,95.0,2,6914.1193595342065
622,Bannerghatta Road,1445.0,3.0,95.0,3,6574.39446366782
623,Kanakapura,711.0,1.0,36.0,1,5063.291139240507
624,Tumkur Road,1500.0,3.0,95.0,3,6333.333333333333
625,Whitefield,1720.0,3.0,100.0,3,5813.953488372093
629,other,1375.0,3.0,70.0,3,5090.909090909091
630,Hegde Nagar,1050.0,1.0,56.0,2,5333.333333333333
631,Jalahalli,2250.0,3.0,160.0,3,7111.111111111111
632,Bellandur,1000.0,2.0,50.0,2,5000.0
633,other,469.0,1.0,25.0,1,5330.490405117271
634,Marathahalli,3800.0,4.0,250.0,4,6578.9473684210525
636,GM Palaya,1820.0,2.0,86.0,3,4725.274725274725
637,Singasandra,1440.0,2.0,65.0,3,4513.888888888889
638,other,3600.0,4.0,160.0,6,4444.444444444444
639,Malleshwaram,2500.0,5.0,325.0,4,13000.0
642,Chikkalasandra,875.0,2.0,52.8,2,6034.285714285715
643,Jalahalli East,750.0,1.0,40.0,1,5333.333333333333
644,6th Phase JP Nagar,1180.0,2.0,80.0,2,6779.661016949152
645,Haralur Road,1194.0,2.0,47.0,2,3936.348408710218
647,other,1160.0,2.0,52.2,2,4500.0
649,Hosakerehalli,2378.0,3.0,262.0,3,11017.661900756939
650,Sarjapur,1128.0,2.0,60.0,2,5319.148936170212
653,Sarjapur  Road,1210.0,2.0,58.0,2,4793.388429752066
654,Kanakpura Road,1100.0,2.0,58.0,3,5272.727272727273
655,Bommasandra,1200.0,3.0,46.0,3,3833.3333333333335
657,other,1641.0,3.0,66.0,3,4021.9378427787933
658,Horamavu Agara,1200.0,2.0,45.0,2,3750.0
659,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2,5348.412698412699
660,Mahadevpura,1720.0,3.0,78.0,3,4534.883720930233
661,Yelahanka,1132.5,2.0,48.13,2,4249.889624724062
662,Yelahanka,1210.0,2.0,45.98,2,3800.0
663,Indira Nagar,2200.0,4.0,200.0,4,9090.90909090909
664,Bisuvanahalli,1075.0,2.0,45.0,3,4186.046511627907
666,other,1630.0,2.0,200.0,2,12269.938650306749
667,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2,3378.6152497808935
668,other,2072.0,3.0,108.0,3,5212.355212355213
670,other,1200.0,2.0,70.0,3,5833.333333333333
671,other,1350.0,3.0,77.0,3,5703.7037037037035
672,other,4046.0,4.0,445.0,4,10998.517053880376
673,other,1180.0,2.0,78.34,3,6638.983050847458
675,other,1355.0,2.0,115.0,2,8487.084870848708
676,other,600.0,1.0,50.0,1,8333.333333333334
678,Bannerghatta Road,1640.0,2.0,120.0,3,7317.073170731707
680,Kodichikkanahalli,1190.0,2.0,57.0,3,4789.915966386555
682,Marathahalli,1019.0,2.0,49.85,2,4892.051030421982
683,other,1875.0,3.0,165.0,3,8800.0
686,Whitefield,1140.0,2.0,56.0,2,4912.2807017543855
687,Lingadheeranahalli,1683.0,3.0,109.0,3,6476.5300059417705
689,Hoodi,2118.0,4.0,111.0,4,5240.793201133144
690,Bannerghatta Road,1380.0,3.0,58.0,4,4202.898550724638
692,other,600.0,2.0,55.0,2,9166.666666666666
693,other,2300.0,3.0,120.0,3,5217.391304347826
694,other,1240.0,2.0,60.0,2,4838.709677419355
695,other,1750.0,3.0,120.0,3,6857.142857142857
696,other,1230.0,2.0,43.48,2,3534.959349593496
698,Abbigere,985.0,2.0,40.39,2,4100.507614213198
699,Tindlu,1500.0,2.0,87.0,3,5800.0
700,Electronic City,1125.0,2.0,32.49,2,2888.0
701,other,950.0,2.0,44.0,2,4631.578947368421
703,Kothanur,1580.0,3.0,76.0,3,4810.126582278481
704,other,1092.0,2.0,98.5,3,9020.14652014652
705,Electronic City Phase II,1090.0,2.0,28.34,2,2600.0
706,Hennur Road,2264.0,3.0,159.0,3,7022.968197879859
708,Kammasandra,810.0,2.0,24.5,2,3024.6913580246915
709,other,1045.0,2.0,45.0,2,4306.2200956937795
710,Hebbal,1337.0,2.0,82.0,2,6133.1338818249815
711,Chandapura,1200.0,2.0,32.0,2,2666.6666666666665
712,Koramangala,1580.0,3.0,160.0,3,10126.582278481013
713,Begur Road,1500.0,2.0,54.0,3,3600.0
714,Whitefield,1640.0,4.0,91.0,3,5548.780487804878
715,other,1570.0,3.0,62.0,3,3949.044585987261
716,Gubbalala,1470.0,2.0,82.0,3,5578.231292517007
717,Kengeri,1160.0,2.0,40.61,2,3500.862068965517
718,7th Phase JP Nagar,1050.0,2.0,71.0,2,6761.9047619047615
719,other,1855.0,3.0,225.0,3,12129.380053908355
720,Bannerghatta Road,1460.0,2.0,90.0,3,6164.3835616438355
721,Hulimavu,1823.0,3.0,100.0,3,5485.463521667581
722,Electronic City,1094.0,2.0,42.0,2,3839.1224862888484
723,Budigere,1153.0,2.0,57.0,2,4943.625325238509
726,Jakkur,1590.0,2.0,125.0,3,7861.635220125786
729,other,1202.0,2.0,48.0,2,3993.3444259567386
730,Haralur Road,1202.0,2.0,53.0,2,4409.317803660566
731,other,1200.0,2.0,62.5,2,5208.333333333333
732,Panathur,1688.0,3.0,118.0,3,6990.521327014218
733,Kaval Byrasandra,1020.0,2.0,52.0,2,5098.0392156862745
734,Sarjapur,1185.0,2.0,47.0,2,3966.2447257383965
735,Ramagondanahalli,1235.0,2.0,52.04,2,4213.765182186235
738,Kengeri Satellite Town,1415.0,2.0,66.0,3,4664.310954063604
739,EPIP Zone,2330.0,3.0,162.0,3,6952.789699570815
741,other,425.0,1.0,20.03,1,4712.941176470588
742,Whitefield,1155.0,2.0,59.95,2,5190.476190476191
743,Cunningham Road,5270.0,4.0,1250.0,4,23719.165085388995
744,Anekal,656.0,2.0,22.0,2,3353.6585365853657
745,other,1100.0,2.0,48.0,2,4363.636363636364
746,Mahadevpura,1150.0,2.0,52.0,2,4521.739130434783
747,other,600.0,1.0,60.0,1,10000.0
748,other,1468.0,2.0,140.0,2,9536.784741144415
749,other,4300.0,5.0,550.0,4,12790.697674418605
750,Whitefield,2280.0,4.0,126.0,3,5526.315789473684
751,Hegde Nagar,1341.0,2.0,97.0,2,7233.407904548844
752,Jakkur,1279.0,2.0,77.0,2,6020.3283815480845
753,Electronic City Phase II,2225.0,4.0,98.88,4,4444.044943820225
755,other,1750.0,3.0,85.0,3,4857.142857142857
756,Kudlu,1152.0,2.0,53.5,2,4644.097222222223
758,Hulimavu,1300.0,2.0,36.0,2,2769.230769230769
761,Uttarahalli,1101.0,2.0,45.0,2,4087.193460490463
762,other,775.0,2.0,55.0,2,7096.774193548387
763,Yeshwanthpur,667.0,1.0,36.85,1,5524.737631184408
764,Electronic City,1070.0,2.0,55.0,2,5140.186915887851
765,Old Airport Road,1875.0,2.0,110.0,3,5866.666666666667
768,Koramangala,1750.0,3.0,130.0,3,7428.571428571428
769,Marathahalli,1215.0,2.0,67.0,2,5514.40329218107
771,Vishwapriya Layout,820.0,2.0,30.0,2,3658.5365853658536
773,Battarahalli,1779.0,3.0,89.61,3,5037.099494097808
774,other,1105.0,2.0,58.0,2,5248.868778280543
778,Hosakerehalli,2376.0,3.0,203.0,3,8543.771043771043
779,Cox Town,1975.0,3.0,150.0,3,7594.93670886076
782,Thanisandra,445.0,1.0,28.0,1,6292.134831460674
784,HSR Layout,1475.0,3.0,75.0,3,5084.745762711865
785,Gottigere,1618.0,3.0,82.5,3,5098.887515451174
787,Marathahalli,2181.0,3.0,152.0,4,6969.280146721688
788,Vidyaranyapura,1200.0,4.0,90.0,4,7500.0
790,Bannerghatta Road,1556.0,2.0,59.13,3,3800.1285347043704
791,Bannerghatta Road,1179.0,2.0,66.02,2,5599.660729431722
792,Thanisandra,1296.0,2.0,83.0,2,6404.320987654321
793,Kaggadasapura,1275.0,2.0,52.0,2,4078.4313725490197
795,Kathriguppe,1400.0,2.0,77.0,3,5500.0
796,Gottigere,1222.0,2.0,63.0,2,5155.482815057283
797,Electronic City,940.0,2.0,41.0,2,4361.702127659574
799,Tumkur Road,1779.0,3.0,112.0,3,6295.6717256885895
800,Begur Road,1615.0,3.0,59.76,3,3700.30959752322
802,Haralur Road,1056.0,2.0,61.0,2,5776.515151515152
804,Arekere,920.0,2.0,40.0,2,4347.826086956522
805,other,1602.0,2.0,75.0,3,4681.647940074907
806,Padmanabhanagar,1176.0,2.0,62.0,2,5272.108843537415
808,other,1352.0,3.0,135.0,3,9985.207100591717
809,Kasavanhalli,1717.0,3.0,99.0,3,5765.87070471753
811,Bhoganhalli,2119.0,4.0,111.0,4,5238.319962246343
812,Vittasandra,1246.0,2.0,67.3,2,5401.284109149277
813,Anandapura,1141.0,2.0,42.79,2,3750.219106047327
814,Hennur Road,1157.0,2.0,84.0,2,7260.155574762316
815,Chandapura,1025.0,2.0,27.68,2,2700.487804878049
816,Yelahanka New Town,650.0,1.0,33.0,1,5076.923076923077
817,Hebbal,1349.0,2.0,98.0,2,7264.6404744255005
819,Sahakara Nagar,2830.0,3.0,195.0,4,6890.459363957597
821,other,1780.0,3.0,84.83,3,4765.730337078651
825,Yeshwanthpur,1950.0,4.0,130.0,4,6666.666666666667
826,Panathur,1695.0,3.0,90.0,3,5309.734513274337
827,Yelahanka,1705.0,3.0,95.0,3,5571.847507331378
828,Kalyan nagar,1375.0,3.0,75.0,3,5454.545454545455
829,Kanakpura Road,525.0,1.0,30.0,1,5714.285714285715
830,Whitefield,1447.0,2.0,83.0,2,5736.005528680028
832,7th Phase JP Nagar,1450.0,2.0,100.0,3,6896.551724137931
834,Vasanthapura,1022.0,2.0,40.0,2,3913.894324853229
836,Electronic City,1128.0,2.0,68.75,2,6094.858156028369
837,Kanakpura Road,1180.0,2.0,57.0,2,4830.5084745762715
839,Nagarbhavi,1200.0,2.0,150.0,2,12500.0
841,Kanakpura Road,1339.0,2.0,75.0,2,5601.194921583271
844,Kadugodi,1198.0,2.0,58.0,2,4841.402337228715
845,other,1200.0,3.0,95.0,4,7916.666666666667
846,Sarjapur  Road,1691.0,3.0,113.0,3,6682.436428149024
847,Bisuvanahalli,1075.0,3.0,36.0,3,3348.8372093023254
848,1st Block Jayanagar,1630.0,3.0,194.0,3,11901.840490797545
850,Bannerghatta Road,1122.5,2.0,58.935,2,5250.334075723831
851,Mallasandra,1665.0,3.0,86.58,3,5200.0
853,Brookefield,1142.0,2.0,70.0,2,6129.5971978984235
854,other,1976.0,3.0,184.0,3,9311.74089068826
855,other,5500.0,4.0,600.0,4,10909.09090909091
858,Kasturi Nagar,1567.0,2.0,92.0,2,5871.091257179323
862,Electronics City Phase 1,1175.0,2.0,51.47,2,4380.425531914893
863,Subramanyapura,1200.0,2.0,52.0,2,4333.333333333333
864,Kodichikkanahalli,995.0,2.0,41.0,2,4120.603015075377
867,Yeshwanthpur,1170.0,2.0,57.0,2,4871.794871794872
868,KR Puram,1225.0,2.0,46.55,2,3800.0
869,Electronic City,1342.0,2.0,73.3,2,5461.997019374068
870,Uttarahalli,1345.0,2.0,67.0,2,4981.412639405205
871,Kodigehaali,1320.0,3.0,65.0,3,4924.242424242424
873,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2,4332.456140350877
874,Battarahalli,1300.0,2.0,50.0,2,3846.153846153846
875,Hosa Road,1652.0,3.0,85.0,3,5145.2784503631965
876,Thigalarapalya,2072.0,4.0,142.0,3,6853.281853281854
877,Arekere,1740.0,2.0,95.0,3,5459.770114942528
878,Electronic City,1360.0,2.0,71.0,3,5220.588235294118
881,Sarjapur  Road,1278.0,2.0,95.0,2,7433.489827856025
883,Kanakpura Road,1100.0,3.0,58.0,3,5272.727272727273
884,other,1200.0,3.0,95.0,3,7916.666666666667
885,other,2500.0,6.0,115.0,7,4600.0
886,Chandapura,582.5,1.0,15.135,1,2598.283261802575
887,Chandapura,1015.0,2.0,25.88,2,2549.753694581281
888,Hosur Road,3300.0,5.0,240.0,5,7272.727272727273
889,Basaveshwara Nagar,4500.0,5.0,415.0,5,9222.222222222223
890,Gunjur,1356.0,2.0,66.0,3,4867.256637168141
892,TC Palaya,1200.0,2.0,66.0,3,5500.0
893,Ramamurthy Nagar,1050.0,2.0,37.0,2,3523.809523809524
894,other,1180.0,2.0,69.0,2,5847.457627118644
895,Whitefield,1116.0,2.0,51.91,2,4651.433691756272
897,Varthur,1385.0,2.0,80.0,2,5776.173285198556
899,Whitefield,1897.0,3.0,130.0,3,6852.925672113864
903,Hennur Road,1904.0,3.0,120.0,3,6302.5210084033615
904,Kengeri Satellite Town,930.0,1.0,30.0,1,3225.8064516129034
905,Kanakpura Road,525.0,1.0,26.0,1,4952.380952380952
906,other,686.0,1.0,17.0,1,2478.134110787172
909,Sarjapur  Road,2238.0,3.0,140.0,3,6255.585344057194
910,Harlur,1174.0,2.0,69.0,2,5877.342419080068
911,Thubarahalli,3800.0,4.0,239.0,4,6289.473684210527
912,Whitefield,2225.0,2.0,125.0,3,5617.9775280898875
914,Jigani,918.0,2.0,52.0,2,5664.488017429194
915,Mahadevpura,1250.0,2.0,52.0,2,4160.0
916,Sarjapur  Road,1800.0,3.0,110.0,3,6111.111111111111
917,Marathahalli,1170.0,2.0,53.0,2,4529.91452991453
919,Bannerghatta Road,793.0,2.0,45.0,2,5674.653215636822
920,Jakkur,1710.0,3.0,107.0,3,6257.309941520468
923,other,1500.0,4.0,180.0,4,12000.0
925,other,2400.0,2.0,80.0,3,3333.3333333333335
926,Horamavu Banaswadi,1554.0,3.0,55.0,3,3539.253539253539
929,Konanakunte,884.0,1.0,58.0,2,6561.085972850678
931,Marathahalli,1019.0,2.0,49.86,2,4893.032384690873
932,Ambedkar Nagar,1935.0,4.0,130.0,3,6718.3462532299745
936,1st Phase JP Nagar,2825.0,4.0,250.0,4,8849.557522123894
940,Kasavanhalli,1799.0,3.0,90.0,3,5002.77932184547
942,Attibele,400.0,1.0,11.0,1,2750.0
943,Kundalahalli,1047.0,2.0,82.0,2,7831.900668576886
944,other,1282.0,2.0,87.0,2,6786.271450858035
945,NGR Layout,1020.0,2.0,45.9,2,4500.0
947,Whitefield,1495.0,2.0,79.5,2,5317.725752508361
948,Kasavanhalli,3260.0,4.0,240.0,4,7361.963190184049
949,other,1611.0,2.0,64.44,3,4000.0
950,Koramangala,3500.0,5.0,425.0,4,12142.857142857143
951,other,1500.0,2.0,95.0,3,6333.333333333333
952,Sahakara Nagar,1500.0,2.0,95.0,3,6333.333333333333
954,Uttarahalli,1540.0,3.0,50.0,3,3246.753246753247
955,Hosa Road,1639.0,3.0,80.0,3,4881.0250152532035
957,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2,4281.657712970069
958,Koramangala,1005.0,1.0,110.0,2,10945.273631840795
959,Kammasandra,657.5,1.0,18.41,1,2800.0
960,Chandapura,1305.0,3.0,33.28,3,2550.191570881226
962,other,1300.0,1.0,115.0,2,8846.153846153846
965,Rajaji Nagar,1725.0,3.0,200.0,3,11594.202898550724
966,Sarjapur,900.0,2.0,42.0,3,4666.666666666667
967,BEML Layout,1060.0,2.0,55.0,2,5188.679245283019
969,Varthur,1535.0,3.0,65.99,3,4299.022801302931
970,other,530.0,1.0,20.0,1,3773.5849056603774
971,Haralur Road,1464.0,3.0,56.0,3,3825.136612021858
972,other,1350.0,2.0,80.0,2,5925.925925925926
973,Sarjapur  Road,1115.0,2.0,50.0,2,4484.304932735426
974,Uttarahalli,1175.0,2.0,47.0,2,4000.0
975,Whitefield,1113.0,2.0,62.0,2,5570.530098831986
979,Marathahalli,1325.0,2.0,71.55,2,5400.0
981,Jakkur,1396.0,2.0,86.51,3,6196.991404011461
982,Rachenahalli,1050.0,2.0,52.07,2,4959.047619047619
983,Thanisandra,1825.0,3.0,100.0,3,5479.45205479452
985,Marathahalli,1220.0,2.0,56.5,2,4631.147540983607
987,Hennur Road,1891.0,3.0,109.0,3,5764.1459545214175
989,Hosa Road,1161.0,2.0,55.15,2,4750.215331610681
990,Sarjapur,649.5,1.0,17.535,1,2699.7690531177827
991,other,2400.0,6.0,125.0,8,5208.333333333333
993,Yeshwanthpur,665.0,1.0,36.85,1,5541.353383458647
994,Mysore Road,1175.0,2.0,73.5,2,6255.31914893617
995,Hoodi,1425.0,2.0,80.0,2,5614.035087719299
997,ITPL,1200.0,3.0,56.12,3,4676.666666666667
999,Hegde Nagar,2112.95,4.0,145.0,3,6862.443503159091
1000,Raja Rajeshwari Nagar,600.0,1.0,22.0,1,3666.6666666666665
1001,Haralur Road,1810.0,3.0,100.0,3,5524.861878453039
1002,Indira Nagar,1200.0,2.0,93.0,2,7750.0
1003,Harlur,1033.0,2.0,49.0,2,4743.465634075508
1004,ITPL,1548.0,3.0,89.5,3,5781.6537467700255
1005,Horamavu Banaswadi,1611.0,3.0,66.0,3,4096.83426443203
1006,Electronic City Phase II,1400.0,2.0,40.43,3,2887.8571428571427
1007,Vidyaranyapura,1485.0,2.0,67.0,3,4511.784511784512
1011,other,1225.0,2.0,53.0,2,4326.530612244898
1012,5th Phase JP Nagar,1256.0,2.0,62.8,2,5000.0
1013,Whitefield,2268.0,3.0,163.0,4,7186.94885361552
1015,other,1141.0,2.0,62.0,2,5433.829973707274
1016,Attibele,400.0,1.0,12.0,1,3000.0
1018,other,4100.0,7.0,140.0,7,3414.6341463414633
1021,other,1175.0,2.0,48.27,2,4108.085106382979
1022,Sahakara Nagar,1100.0,2.0,56.0,2,5090.909090909091
1023,Kanakpura Road,1843.0,3.0,95.84,3,5200.217037438958
1025,Horamavu Banaswadi,1460.0,2.0,80.5,2,5513.698630136986
1026,Rachenahalli,1530.0,2.0,74.5,3,4869.281045751634
1027,HSR Layout,1467.0,2.0,55.0,2,3749.147920927062
1028,other,950.0,1.0,40.0,1,4210.526315789473
1029,Vittasandra,1246.0,2.0,64.5,2,5176.565008025682
1030,Kanakapura,711.0,1.0,38.0,1,5344.585091420535
1031,Haralur Road,1194.0,2.0,46.0,2,3852.5963149078725
1034,Hoodi,1420.0,2.0,75.0,2,5281.69014084507
1035,Kathriguppe,1250.0,2.0,68.75,3,5500.0
1036,Akshaya Nagar,1280.0,2.0,58.0,2,4531.25
1037,other,1209.0,2.0,50.0,2,4135.6492969396195
1038,other,4200.0,5.0,225.0,5,5357.142857142857
1041,other,1800.0,3.0,90.0,3,5000.0
1042,other,1600.0,4.0,125.0,5,7812.5
1043,TC Palaya,1600.0,2.0,65.0,3,4062.5
1046,Whitefield,1560.0,2.0,72.0,3,4615.384615384615
1047,Brookefield,2169.0,4.0,115.0,3,5301.982480405717
1049,Rachenahalli,1050.0,2.0,55.5,2,5285.714285714285
1050,Iblur Village,3235.0,3.0,235.0,3,7264.296754250387
1051,TC Palaya,1200.0,3.0,66.0,3,5500.0
1052,HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
1054,Horamavu Agara,1560.0,3.0,75.0,3,4807.692307692308
1055,JP Nagar,1100.0,2.0,70.0,2,6363.636363636364
1058,Akshaya Nagar,1662.0,3.0,85.1,3,5120.336943441636
1059,Yelachenahalli,1464.0,2.0,105.0,3,7172.131147540984
1060,Yelahanka,1234.0,2.0,80.0,2,6482.982171799027
1063,2nd Stage Nagarbhavi,3000.0,8.0,451.0,6,15033.333333333334
1067,Kanakapura,929.0,2.0,46.0,2,4951.560818083961
1068,2nd Stage Nagarbhavi,2400.0,8.0,450.0,6,18750.0
1069,TC Palaya,1350.0,2.0,75.0,3,5555.555555555556
1070,Vasanthapura,1135.0,2.0,39.73,2,3500.440528634361
1071,other,1405.0,2.0,70.0,2,4982.20640569395
1072,Whitefield,1200.0,2.0,45.84,2,3820.0
1073,Haralur Road,2805.0,4.0,154.0,4,5490.196078431372
1074,Yeshwanthpur,1161.0,2.0,64.08,2,5519.37984496124
1075,Kanakpura Road,1290.0,2.0,74.0,2,5736.434108527132
1076,Yeshwanthpur,2557.0,3.0,141.0,3,5514.274540477121
1077,other,1480.0,3.0,90.0,3,6081.081081081081
1080,Kadugodi,1580.0,2.0,65.0,3,4113.9240506329115
1081,Banashankari,1470.0,2.0,88.64,3,6029.931972789115
1082,Ananth Nagar,500.0,1.0,14.0,1,2800.0
1083,Sarjapur  Road,1346.0,2.0,61.92,2,4600.297176820208
1084,other,1600.0,3.0,90.0,3,5625.0
1087,other,1200.0,4.0,135.0,4,11250.0
1089,Channasandra,1340.0,2.0,48.33,3,3606.716417910448
1091,Jigani,918.0,2.0,48.0,2,5228.75816993464
1092,other,1500.0,3.0,115.0,3,7666.666666666667
1093,Yelahanka,1315.0,2.0,85.0,2,6463.878326996198
1095,Uttarahalli,1390.0,2.0,62.55,3,4500.0
1096,Uttarahalli,1330.0,2.0,56.0,3,4210.526315789473
1098,other,1824.0,3.0,125.0,3,6853.070175438596
1099,7th Phase JP Nagar,1420.0,2.0,96.0,3,6760.56338028169
1100,other,750.0,1.0,56.25,1,7500.0
1101,Jalahalli East,1260.0,2.0,60.0,3,4761.9047619047615
1102,Hennur Road,1561.0,3.0,95.0,3,6085.842408712364
1104,other,1060.0,2.0,42.0,2,3962.264150943396
1106,Haralur Road,1225.0,2.0,67.38,2,5500.408163265306
1107,Thanisandra,2144.0,3.0,135.0,3,6296.641791044776
1109,Electronic City,880.0,2.0,29.0,2,3295.4545454545455
1110,Hoodi,1639.0,3.0,110.0,3,6711.4093959731545
1112,Kanakpura Road,1500.0,2.0,69.0,2,4600.0
1113,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
1114,Marathahalli,1575.0,3.0,78.0,3,4952.380952380952
1115,Haralur Road,1027.0,2.0,44.0,2,4284.323271665044
1116,Kambipura,1082.0,2.0,56.0,3,5175.6007393715345
1118,Kanakpura Road,1665.0,3.0,86.58,3,5200.0
1119,Electronic City,1265.0,2.0,56.93,2,4500.395256916996
1120,Electronic City,1691.0,2.0,102.0,3,6031.933767001774
1123,other,1500.0,3.0,62.0,3,4133.333333333333
1124,Hosakerehalli,3205.0,5.0,380.0,4,11856.474258970358
1125,Kammanahalli,1666.0,4.0,150.0,5,9003.60144057623
1126,Choodasandra,1115.0,2.0,50.0,2,4484.304932735426
1127,Mysore Road,1070.0,2.0,45.0,2,4205.607476635514
1128,Indira Nagar,1128.0,2.0,105.0,2,9308.510638297872
1129,Budigere,1162.0,2.0,57.0,2,4905.335628227194
1130,other,1339.0,2.0,55.0,2,4107.542942494399
1132,Haralur Road,1920.0,3.0,115.0,3,5989.583333333333
1133,Hennur,1255.0,2.0,52.32,2,4168.924302788844
1135,other,1600.0,3.0,75.0,3,4687.5
1136,other,1225.0,2.0,55.11,2,4498.775510204082
1137,Whitefield,2400.0,4.0,200.0,4,8333.333333333334
1138,Kasturi Nagar,1570.0,3.0,80.0,3,5095.541401273886
1139,Thanisandra,1093.0,2.0,70.0,2,6404.391582799634
1140,Basaveshwara Nagar,1865.0,3.0,145.0,3,7774.798927613941
1143,Vittasandra,1246.0,2.0,64.5,2,5176.565008025682
1144,Whitefield,1985.0,3.0,75.0,3,3778.337531486146
1147,Electronic City Phase II,775.0,2.0,38.0,2,4903.225806451613
1148,other,1000.0,2.0,50.0,2,5000.0
1149,Hebbal Kempapura,1800.0,3.0,175.0,3,9722.222222222223
1150,Bommasandra,1035.0,2.0,41.0,2,3961.352657004831
1151,Dasarahalli,1520.0,2.0,75.0,3,4934.210526315789
1152,Whitefield,1360.0,2.0,95.0,2,6985.294117647059
1153,other,6000.0,5.0,400.0,4,6666.666666666667
1154,Kodigehaali,1117.0,2.0,56.0,2,5013.428827215756
1156,EPIP Zone,1330.0,2.0,92.5,2,6954.887218045113
1158,Electronic City,1128.0,2.0,65.49,2,5805.851063829787
1159,Neeladri Nagar,1053.0,2.0,45.0,2,4273.504273504273
1160,Panathur,1198.0,2.0,77.0,2,6427.378964941569
1161,Marathahalli,1152.0,2.0,56.0,2,4861.111111111111
1164,Kundalahalli,1397.0,3.0,105.0,3,7516.1059413027915
1166,Kambipura,883.0,2.0,45.0,2,5096.262740656852
1167,Kaggalipura,700.0,1.0,38.0,1,5428.571428571428
1168,Yelahanka,1170.0,2.0,62.5,2,5341.880341880342
1170,other,2400.0,3.0,170.0,3,7083.333333333333
1171,other,1480.0,2.0,65.0,2,4391.891891891892
1172,Akshaya Nagar,1897.0,3.0,120.0,3,6325.77754348972
1174,Haralur Road,1875.0,3.0,110.0,3,5866.666666666667
1175,other,1500.0,2.0,98.0,3,6533.333333333333
1176,other,3095.0,3.0,350.0,3,11308.562197092084
1178,Yelahanka,1450.0,3.0,65.255,3,4500.3448275862065
1179,Yelahanka,697.0,1.0,45.0,1,6456.241032998565
1188,Bellandur,1281.0,2.0,74.0,2,5776.736924277908
1190,Varthur,1024.0,2.0,42.0,2,4101.5625
1191,Electronic City,1620.0,3.0,62.0,3,3827.1604938271603
1193,Banashankari,1300.0,2.0,75.0,3,5769.2307692307695
1195,other,1200.0,1.0,28.0,1,2333.3333333333335
1196,Hosur Road,1510.0,2.0,105.0,3,6953.64238410596
1198,Battarahalli,1945.0,3.0,97.42,3,5008.740359897172
1199,Uttarahalli,1008.0,2.0,45.0,2,4464.285714285715
1200,Thanisandra,1265.0,2.0,79.0,3,6245.059288537549
1203,Yelenahalli,1200.0,2.0,46.17,2,3847.5
1205,Kudlu Gate,1535.0,3.0,85.0,3,5537.459283387622
1206,other,1500.0,3.0,100.0,3,6666.666666666667
1207,Chamrajpet,1475.0,2.0,120.0,3,8135.593220338983
1208,Uttarahalli,1390.0,2.0,60.47,3,4350.359712230216
1209,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3,4206.572769953052
1210,other,1133.0,2.0,55.0,2,4854.368932038835
1211,other,1560.0,5.0,145.0,5,9294.871794871795
1212,other,2900.0,5.0,90.0,5,3103.448275862069
1213,Kogilu,1170.0,2.0,51.99,2,4443.589743589743
1215,Whitefield,1697.0,3.0,94.79,3,5585.739540365351
1216,Thanisandra,1651.0,3.0,97.38,3,5898.24348879467
1217,other,1560.0,3.0,188.0,3,12051.28205128205
1219,OMBR Layout,1078.0,2.0,65.0,2,6029.684601113173
1221,Kasavanhalli,1349.0,2.0,78.0,2,5782.060785767235
1223,7th Phase JP Nagar,1680.0,3.0,120.0,3,7142.857142857143
1224,Rayasandra,1314.0,2.0,63.0,3,4794.520547945205
1226,Kalyan nagar,820.0,2.0,39.0,2,4756.09756097561
1227,Whitefield,5000.0,4.0,400.0,4,8000.0
1231,ITPL,1200.0,3.0,68.4,3,5700.000000000001
1234,other,14000.0,3.0,800.0,4,5714.285714285715
1235,Yelahanka New Town,500.0,1.0,20.0,1,4000.0
1236,other,485.0,1.0,15.0,1,3092.783505154639
1238,Uttarahalli,1617.0,3.0,66.68,3,4123.685837971553
1240,other,1384.0,3.0,62.28,3,4500.0
